City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
223,Lahaina,20.8783,-156.6825,84.2,77,42,10.0,US,2022-04-01 21:18:19,scattered clouds
224,Naze,28.3667,129.4833,61.72,66,100,15.82,JP,2022-04-01 21:18:20,overcast clouds
225,Meulaboh,4.1363,96.1285,78.75,81,100,0.83,ID,2022-04-01 21:18:20,heavy intensity rain
226,Nabire,-3.3667,135.4833,74.93,79,100,4.09,ID,2022-04-01 21:18:21,overcast clouds
227,Coari,-4.085,-63.1414,81.03,92,73,2.26,BR,2022-04-01 21:18:22,heavy intensity rain
228,Klaksvik,62.2266,-6.589,36.52,80,100,21.03,FO,2022-04-01 21:18:22,overcast clouds
229,Burnie,-41.0667,145.9167,54.91,77,97,5.28,AU,2022-04-01 21:18:23,overcast clouds
230,Ambon,-3.6954,128.1814,80.74,78,40,4.61,ID,2022-04-01 21:19:23,scattered clouds
231,Norman Wells,65.282,-126.8329,-7.56,54,20,4.61,CA,2022-04-01 21:19:24,few clouds
232,Petropavlovsk-Kamchatskiy,53.0452,158.6483,23.59,58,20,8.95,RU,2022-04-01 21:19:24,few clouds
233,Honningsvag,70.9821,25.9704,29.95,64,100,16.11,NO,2022-04-01 21:19:25,overcast clouds
234,Kasongo,-4.45,26.6667,71.06,93,94,2.91,CD,2022-04-01 21:19:25,overcast clouds
235,Jaunjelgava,56.6167,25.0833,28.58,64,100,8.95,LV,2022-04-01 21:19:26,overcast clouds
236,Samarai,-10.6167,150.6667,79.9,79,100,10.42,PG,2022-04-01 21:19:27,moderate rain
237,Treuchtlingen,48.95,10.9167,33.39,99,100,10.6,DE,2022-04-01 21:16:57,snow
238,Kodinsk,58.6881,99.1844,19.38,97,100,2.57,RU,2022-04-01 21:19:27,overcast clouds
239,Ginda,30.6945,78.4932,57.72,22,0,7.07,IN,2022-04-01 21:19:28,clear sky
240,Tuatapere,-46.1333,167.6833,50.29,79,19,3.04,NZ,2022-04-01 21:19:28,few clouds
241,Komsomolskiy,40.4272,71.7189,57.92,44,44,9.22,UZ,2022-04-01 21:19:29,scattered clouds
242,Lander,42.833,-108.7307,53.11,39,0,4.61,US,2022-04-01 21:19:30,clear sky
243,Roma,43.2128,-75.4557,38.95,84,100,20.71,US,2022-04-01 21:18:03,light rain
244,Faya,18.3851,42.4509,64.51,18,45,6.82,SA,2022-04-01 21:19:30,scattered clouds
245,Kulhudhuffushi,6.6221,73.07,82.58,71,10,6.71,MV,2022-04-01 21:19:31,clear sky
246,Sao Filipe,14.8961,-24.4956,71.78,80,18,9.44,CV,2022-04-01 21:19:31,few clouds
247,Upernavik,72.7868,-56.1549,11.48,94,100,8.68,GL,2022-04-01 21:19:32,overcast clouds
248,Clarence Town,-32.5833,151.7833,62.85,73,100,9.48,AU,2022-04-01 21:19:32,overcast clouds
249,Longyearbyen,78.2186,15.6401,-2.36,71,20,12.66,SJ,2022-04-01 21:15:35,few clouds
250,Chazuta,-6.5742,-76.1367,81.45,98,94,2.62,PE,2022-04-01 21:19:33,overcast clouds
251,Quimper,48.0,-4.1,41.56,70,0,9.22,FR,2022-04-01 21:19:33,clear sky
252,Sao Borja,-28.6606,-56.0044,66.94,64,0,6.89,BR,2022-04-01 21:19:34,clear sky
253,Uruzgan,32.8333,66.0,59.14,20,0,3.31,AF,2022-04-01 21:19:35,clear sky
254,Wanning,18.8003,110.3967,66.33,94,100,19.22,CN,2022-04-01 21:19:35,overcast clouds
255,Owando,-0.4819,15.8999,71.94,97,100,2.8,CG,2022-04-01 21:19:36,overcast clouds
256,Sao Jose Da Coroa Grande,-8.8978,-35.1478,79.48,75,91,7.47,BR,2022-04-01 21:19:36,overcast clouds
257,Alice Springs,-23.7,133.8833,47.75,61,99,6.91,AU,2022-04-01 21:15:38,overcast clouds
258,San Quintin,30.4833,-115.95,64.22,58,0,11.83,MX,2022-04-01 21:19:37,clear sky
259,Tiksi,71.6872,128.8694,14.5,93,100,6.46,RU,2022-04-01 21:19:37,overcast clouds
260,Imbituba,-28.24,-48.6703,67.82,71,96,5.73,BR,2022-04-01 21:19:38,overcast clouds
261,Hamilton,39.1834,-84.5333,44.89,57,100,14.97,US,2022-04-01 21:17:44,overcast clouds
262,Quatre Cocos,-20.2078,57.7625,75.31,92,100,18.86,MU,2022-04-01 21:19:38,moderate rain
263,Oranjemund,-28.55,16.4333,59.2,89,0,13.94,NA,2022-04-01 21:19:39,clear sky
264,Oneonta,42.4529,-75.0638,41.81,84,100,16.67,US,2022-04-01 21:19:39,light rain
265,Leh,34.1667,77.5833,24.96,51,1,4.85,IN,2022-04-01 21:19:39,clear sky
266,Coihaique,-45.5752,-72.0662,62.55,45,40,4.61,CL,2022-04-01 21:16:29,scattered clouds
267,Vryburg,-26.9566,24.7284,68.56,62,29,8.25,ZA,2022-04-01 21:19:40,scattered clouds
268,Karia,11.7306,11.1629,82.22,9,7,9.75,NG,2022-04-01 21:19:40,clear sky
269,La Tuque,47.4334,-72.7824,35.85,69,100,10.36,CA,2022-04-01 21:17:23,overcast clouds
270,Port Augusta,-32.5,137.7667,54.45,54,0,5.06,AU,2022-04-01 21:19:41,clear sky
271,Colares,38.7992,-9.4469,53.76,58,0,24.0,PT,2022-04-01 21:19:42,clear sky
272,Christchurch,-43.5333,172.6333,58.95,85,20,3.44,NZ,2022-04-01 21:18:24,few clouds
273,Port Lincoln,-34.7333,135.8667,61.0,74,5,15.08,AU,2022-04-01 21:19:42,clear sky
274,Sergeyevka,53.88,67.4158,33.62,90,96,10.87,KZ,2022-04-01 21:19:43,overcast clouds
275,Plettenberg Bay,-34.0527,23.3716,60.3,79,25,4.5,ZA,2022-04-01 21:16:50,scattered clouds
276,Mao,39.8885,4.2658,43.36,81,20,20.71,ES,2022-04-01 21:19:43,light intensity shower rain
277,El Sauzal,31.9,-116.6833,65.41,75,0,9.17,MX,2022-04-01 21:20:44,clear sky
278,Saldanha,-33.0117,17.9442,60.85,80,0,26.06,ZA,2022-04-01 21:20:44,clear sky
279,Lagoa,39.05,-27.9833,59.09,80,100,21.39,PT,2022-04-01 21:20:45,overcast clouds
280,Shache,38.4167,77.2406,52.72,31,13,4.94,CN,2022-04-01 21:20:45,few clouds
281,Alanya,36.5438,31.9998,57.33,44,2,3.24,TR,2022-04-01 21:20:46,clear sky
282,Panacan,9.2463,118.4082,79.81,82,100,10.25,PH,2022-04-01 21:20:46,overcast clouds
283,Fairbanks,64.8378,-147.7164,23.49,32,0,17.27,US,2022-04-01 21:20:47,clear sky
284,Porto Walter,-8.2686,-72.7439,65.34,99,100,4.32,BR,2022-04-01 21:20:47,overcast clouds
285,Marovoay,-16.1,46.6333,73.53,86,65,3.0,MG,2022-04-01 21:20:48,broken clouds
286,Atbasar,51.8,68.3333,25.43,85,18,9.51,KZ,2022-04-01 21:20:48,few clouds
287,Valparaiso,-33.0393,-71.6273,61.03,74,100,11.5,CL,2022-04-01 21:20:49,mist
288,Paamiut,61.994,-49.6678,34.65,84,78,7.07,GL,2022-04-01 21:20:50,broken clouds
289,Gao,16.6362,1.637,87.48,4,96,6.44,ML,2022-04-01 21:20:50,overcast clouds
290,Lisala,2.15,21.5167,70.3,98,100,5.68,CD,2022-04-01 21:20:51,light rain
291,Ilulissat,69.2167,-51.1,28.42,74,0,5.75,GL,2022-04-01 21:20:51,clear sky
292,Tautira,-17.7333,-149.15,80.51,80,44,11.07,PF,2022-04-01 21:20:52,light rain
293,Touros,-5.1989,-35.4608,79.92,81,100,11.18,BR,2022-04-01 21:20:53,overcast clouds
294,Luderitz,-26.6481,15.1594,62.42,68,0,18.48,NA,2022-04-01 21:20:53,clear sky
295,Beyneu,45.3167,55.2,55.27,46,17,7.54,KZ,2022-04-01 21:20:54,few clouds
296,Souillac,-20.5167,57.5167,75.58,94,75,17.27,MU,2022-04-01 21:20:54,moderate rain
297,Bengkulu,-3.8004,102.2655,75.67,85,13,4.72,ID,2022-04-01 21:20:55,few clouds
298,Havre-Saint-Pierre,50.2334,-63.5986,32.36,100,100,19.57,CA,2022-04-01 21:20:55,overcast clouds
299,Pisco,-13.7,-76.2167,72.01,68,20,17.27,PE,2022-04-01 21:20:55,few clouds
300,Codrington,-38.2667,141.9667,55.53,80,100,7.61,AU,2022-04-01 21:20:56,light rain
301,Da Nang,16.0678,108.2208,67.98,94,100,10.36,VN,2022-04-01 21:20:57,overcast clouds
302,Saint-Denis,48.9167,2.3333,38.08,84,100,12.66,FR,2022-04-01 21:20:57,overcast clouds
303,Salalah,17.0151,54.0924,78.89,50,0,2.3,OM,2022-04-01 21:20:58,clear sky
304,Coquimbo,-29.9533,-71.3436,58.73,82,40,11.5,CL,2022-04-01 21:20:58,scattered clouds
305,Pacific Grove,36.6177,-121.9166,69.39,77,75,10.36,US,2022-04-01 21:20:59,broken clouds
306,Carnarvon,-24.8667,113.6333,73.47,100,40,8.05,AU,2022-04-01 21:20:59,scattered clouds
307,Kamaishi,39.2667,141.8833,33.91,57,1,5.57,JP,2022-04-01 21:20:59,clear sky
308,Bubaque,11.2833,-15.8333,74.95,74,2,19.44,GW,2022-04-01 21:21:00,clear sky
309,Kemijarvi,66.7131,27.4306,18.18,92,100,6.51,FI,2022-04-01 21:21:01,overcast clouds
310,Alta Floresta,-9.8756,-56.0861,76.28,95,50,4.03,BR,2022-04-01 21:21:01,scattered clouds
311,Cabo San Lucas,22.8909,-109.9124,84.61,34,0,11.5,MX,2022-04-01 21:16:13,clear sky
312,Warangal,18.0,79.5833,80.1,70,5,11.12,IN,2022-04-01 21:21:02,clear sky
313,Asyut,27.181,31.1837,77.63,7,34,5.46,EG,2022-04-01 21:21:03,scattered clouds
314,Beloha,-25.1667,45.05,71.87,80,0,6.08,MG,2022-04-01 21:21:03,clear sky
315,Saint-Pierre,-21.3393,55.4781,74.88,90,75,6.91,RE,2022-04-01 21:17:28,moderate rain
316,Presidencia Roque Saenz Pena,-26.7852,-60.4388,70.83,38,0,7.47,AR,2022-04-01 21:21:04,clear sky
317,Alofi,-19.0595,-169.9187,84.09,74,98,9.22,NU,2022-04-01 21:21:04,overcast clouds
318,Veraval,20.9,70.3667,77.04,78,6,6.87,IN,2022-04-01 21:21:05,clear sky
319,Loandjili,-4.7561,11.8578,76.37,86,99,2.1,CG,2022-04-01 21:21:05,overcast clouds
320,Helong,42.5397,128.9972,29.77,57,11,4.79,CN,2022-04-01 21:22:06,few clouds
321,Novyy Urengoy,66.0833,76.6333,8.92,95,89,8.81,RU,2022-04-01 21:22:07,overcast clouds
322,Recea,47.6333,23.5167,49.91,93,75,2.3,RO,2022-04-01 21:22:07,mist
323,Kautokeino,69.0125,23.0412,19.74,81,100,9.04,NO,2022-04-01 21:22:08,overcast clouds
324,Kot Addu,30.4692,70.9671,73.76,8,0,5.1,PK,2022-04-01 21:22:08,clear sky
325,Bloemhof,-27.6469,25.607,63.03,78,17,2.95,ZA,2022-04-01 21:22:09,light rain
326,Pasni,25.2631,63.471,80.15,41,0,8.52,PK,2022-04-01 21:22:10,clear sky
327,Turka,49.1541,23.0297,41.14,99,100,4.56,UA,2022-04-01 21:22:10,light snow
328,Sorland,67.667,12.6934,34.83,79,100,28.54,NO,2022-04-01 21:22:11,snow
329,Ucluelet,48.9329,-125.5528,47.08,91,100,1.99,CA,2022-04-01 21:22:12,overcast clouds
330,Nara,34.6851,135.8049,39.49,56,98,2.06,JP,2022-04-01 21:22:12,overcast clouds
331,Dingle,10.9995,122.6711,75.42,85,91,8.77,PH,2022-04-01 21:22:13,overcast clouds
332,Ancud,-41.8697,-73.8203,61.23,83,10,7.49,CL,2022-04-01 21:22:13,clear sky
333,Avera,33.194,-82.5271,74.71,30,17,11.88,US,2022-04-01 21:22:14,few clouds
334,Ponta Delgada,37.7333,-25.6667,61.52,82,75,9.22,PT,2022-04-01 21:22:15,broken clouds
335,Sao Joao Da Barra,-21.6403,-41.0511,78.89,83,42,8.03,BR,2022-04-01 21:22:15,light rain
336,Richards Bay,-28.783,32.0377,71.08,92,90,6.24,ZA,2022-04-01 21:22:16,light rain
337,Lompoc,34.6391,-120.4579,74.79,67,0,13.8,US,2022-04-01 21:22:16,clear sky
338,Inongo,-1.95,18.2667,74.1,92,98,6.44,CD,2022-04-01 21:22:17,light rain
339,Mtambile,-5.3833,39.7,81.01,77,89,6.6,TZ,2022-04-01 21:22:17,overcast clouds
340,Pundaguitan,6.3711,126.1689,80.24,78,31,4.76,PH,2022-04-01 21:22:18,scattered clouds
341,Warora,20.2333,79.0,87.87,24,9,3.47,IN,2022-04-01 21:22:18,clear sky
342,Port Hedland,-20.3167,118.5667,80.65,83,14,4.61,AU,2022-04-01 21:22:19,few clouds
343,Marystown,47.1666,-55.1483,35.85,100,100,1.99,CA,2022-04-01 21:22:20,overcast clouds
344,Carros,43.7894,7.184,43.3,45,75,12.66,FR,2022-04-01 21:22:20,light rain
345,Ewa Beach,21.3156,-158.0072,80.69,61,40,13.8,US,2022-04-01 21:19:29,scattered clouds
346,Iqaluit,63.7506,-68.5145,24.53,100,100,5.75,CA,2022-04-01 21:22:21,light snow
347,El Tigre,8.8875,-64.2454,93.74,28,43,13.33,VE,2022-04-01 21:22:21,scattered clouds
348,Lindsay,36.203,-119.0882,76.77,46,0,4.27,US,2022-04-01 21:18:37,clear sky
349,Maraial,-8.7825,-35.8089,74.08,92,95,4.41,BR,2022-04-01 21:22:22,overcast clouds
350,East London,-33.0153,27.9116,65.01,91,100,7.67,ZA,2022-04-01 21:20:17,light rain
351,Mattru,7.6244,-11.8332,80.33,78,100,4.18,SL,2022-04-01 21:22:23,light rain
352,Esperance,-33.8667,121.9,64.6,71,14,15.43,AU,2022-04-01 21:22:23,few clouds
353,Saint-Orens-De-Gameville,43.554,1.5341,38.68,85,0,19.57,FR,2022-04-01 21:22:24,clear sky
354,Ilinskiy,55.619,38.1182,34.3,75,40,11.18,RU,2022-04-01 21:22:25,scattered clouds
355,Morant Bay,17.8815,-76.4093,87.71,69,5,12.93,JM,2022-04-01 21:22:25,clear sky
356,Chegdomyn,51.1167,133.0167,15.69,98,99,2.1,RU,2022-04-01 21:22:26,overcast clouds
357,Guilin,25.2819,110.2864,53.71,88,100,6.69,CN,2022-04-01 21:22:27,overcast clouds
358,Vila Franca Do Campo,37.7167,-25.4333,61.21,90,100,19.04,PT,2022-04-01 21:22:28,overcast clouds
359,Hay River,60.8156,-115.7999,-4.02,59,75,9.22,CA,2022-04-01 21:22:28,broken clouds
360,Dukat,62.55,155.55,-2.96,95,100,5.55,RU,2022-04-01 21:22:29,overcast clouds
361,Jalu,29.0331,21.5482,72.5,22,100,15.73,LY,2022-04-01 21:22:29,overcast clouds
362,Bolobo,-2.1667,16.2333,71.22,92,97,2.86,CD,2022-04-01 21:22:30,light rain
363,Mahanoro,-19.9,48.8,70.83,89,7,6.87,MG,2022-04-01 21:22:30,clear sky
364,Saint-Francois,46.4154,3.9054,34.68,93,100,13.8,FR,2022-04-01 21:22:30,light snow
365,Rocha,-34.4833,-54.3333,58.95,67,38,8.39,UY,2022-04-01 21:21:27,scattered clouds
366,Astaneh-Ye Ashrafiyeh,37.2596,49.9444,53.53,79,30,1.16,IR,2022-04-01 21:23:31,scattered clouds
367,Zhicheng,30.2956,111.5047,51.71,71,91,3.38,CN,2022-04-01 21:23:31,overcast clouds
368,Mahibadhoo,3.7833,72.9667,82.96,69,8,3.69,MV,2022-04-01 21:21:17,clear sky
369,Havelock,34.8791,-76.9013,76.95,51,0,16.11,US,2022-04-01 21:18:35,clear sky
370,Rubtsovsk,51.5,81.25,28.94,86,100,7.81,RU,2022-04-01 21:23:32,overcast clouds
371,Farafangana,-22.8167,47.8333,72.27,82,3,1.97,MG,2022-04-01 21:23:32,clear sky
372,Chokurdakh,70.6333,147.9167,-23.89,100,29,3.09,RU,2022-04-01 21:23:33,scattered clouds
373,Sao Felix Do Xingu,-6.6447,-51.995,79.63,85,31,2.93,BR,2022-04-01 21:23:34,scattered clouds
374,Komoro,36.3167,138.4333,28.74,88,19,3.0,JP,2022-04-01 21:23:34,few clouds
375,Mitsamiouli,-11.3847,43.2844,81.03,75,1,3.58,KM,2022-04-01 21:23:35,clear sky
376,Nanganga,-10.3833,39.15,72.28,98,65,1.92,TZ,2022-04-01 21:23:35,broken clouds
377,Nampula,-15.1165,39.2666,71.55,94,0,0.0,MZ,2022-04-01 21:23:36,clear sky
378,Lahat,-3.8,103.5333,71.51,94,65,2.48,ID,2022-04-01 21:23:36,broken clouds
379,Borogontsy,62.6683,131.1683,11.93,94,99,9.26,RU,2022-04-01 21:23:37,overcast clouds
380,Pathein,16.7833,94.7333,75.85,91,93,8.19,MM,2022-04-01 21:23:38,overcast clouds
381,Lukovetskiy,64.2956,41.9211,7.03,100,84,1.88,RU,2022-04-01 21:23:38,broken clouds
382,Halifax,44.6453,-63.5724,49.89,98,100,24.16,CA,2022-04-01 21:22:00,overcast clouds
383,Grants,35.1473,-107.8514,61.03,21,0,13.8,US,2022-04-01 21:22:54,clear sky
384,Honiara,-9.4333,159.95,76.55,88,100,3.74,SB,2022-04-01 21:23:39,overcast clouds
385,Sembakung,3.8167,117.25,72.61,99,89,2.39,ID,2022-04-01 21:23:39,light rain
386,Hobyo,5.3505,48.5268,81.57,74,1,13.11,SO,2022-04-01 21:23:40,clear sky
387,Puerto Escondido,15.85,-97.0667,86.83,74,0,12.66,MX,2022-04-01 21:23:41,clear sky
388,Jieshou,33.2634,115.3611,43.61,72,99,8.19,CN,2022-04-01 21:23:41,overcast clouds
389,Winton,37.3894,-120.6133,73.98,31,0,5.75,US,2022-04-01 21:23:42,clear sky
390,Auki,-8.7676,160.7034,77.76,87,97,1.68,SB,2022-04-01 21:23:42,overcast clouds
391,Inndyr,67.0338,14.0276,33.84,80,100,12.66,NO,2022-04-01 21:22:16,light snow
392,Vestmannaeyjar,63.4427,-20.2734,43.61,75,96,2.95,IS,2022-04-01 21:23:43,overcast clouds
393,Rypefjord,70.6333,23.6667,28.87,100,75,20.71,NO,2022-04-01 21:23:43,light shower snow
394,Tiznit,29.5833,-9.5,59.14,71,0,1.14,MA,2022-04-01 21:23:18,clear sky
395,Moree,-29.4667,149.85,55.42,94,3,0.0,AU,2022-04-01 21:23:44,clear sky
396,Shimoda,34.6667,138.95,41.11,60,99,7.7,JP,2022-04-01 21:23:45,overcast clouds
397,Brenham,30.1669,-96.3977,80.06,33,0,10.36,US,2022-04-01 21:23:46,clear sky
398,Henties Bay,-22.116,14.2845,61.83,84,0,8.68,NA,2022-04-01 21:23:46,clear sky
399,Cedar City,37.6775,-113.0619,60.4,26,0,8.05,US,2022-04-01 21:23:28,clear sky
400,Spassk,52.747,87.7545,31.33,95,100,2.26,RU,2022-04-01 21:23:47,overcast clouds
401,Acarau,-2.8856,-40.12,77.99,86,87,9.51,BR,2022-04-01 21:20:21,overcast clouds
402,Soyaux,45.65,0.2,36.39,76,100,16.11,FR,2022-04-01 21:23:48,light rain and snow
403,Hauterive,46.0901,3.4459,34.56,98,98,11.25,FR,2022-04-01 21:23:48,light snow
404,Viedma,-40.8135,-62.9967,70.9,19,97,16.82,AR,2022-04-01 21:23:49,overcast clouds
405,Dali,25.7,100.1833,39.25,98,100,5.01,CN,2022-04-01 21:23:50,overcast clouds
406,Inhambane,-23.865,35.3833,76.21,80,0,7.14,MZ,2022-04-01 21:23:50,clear sky
407,Kitgum,3.2783,32.8867,76.75,46,15,6.51,UG,2022-04-01 21:23:51,few clouds
408,Acajutla,13.5928,-89.8275,86.56,59,0,8.95,SV,2022-04-01 21:23:51,clear sky
409,Nassau,40.7507,-73.5829,51.85,56,100,11.01,US,2022-04-01 21:21:43,overcast clouds
410,Kungurtug,50.5994,97.5228,14.11,86,98,2.3,RU,2022-04-01 21:23:52,overcast clouds
411,Port-Gentil,-0.7193,8.7815,79.79,85,100,14.61,GA,2022-04-01 21:24:53,moderate rain
412,Vermilion,40.1667,-87.7506,46.62,55,75,5.99,US,2022-04-01 21:24:53,broken clouds
413,Payson,40.0444,-111.7321,57.45,34,75,4.61,US,2022-04-01 21:24:53,broken clouds
414,Leningradskiy,69.3833,178.4167,1.4,92,100,6.98,RU,2022-04-01 21:24:54,overcast clouds
415,Saint-Leu,-21.15,55.2833,74.26,88,100,8.5,RE,2022-04-01 21:24:55,moderate rain
416,Saint-Augustin,51.226,-58.6502,32.72,97,100,16.4,CA,2022-04-01 21:24:55,snow
417,Gurupi,-11.7292,-49.0686,77.76,83,32,3.33,BR,2022-04-01 21:24:56,scattered clouds
418,Barra Patuca,15.8,-84.2833,83.79,67,4,15.05,HN,2022-04-01 21:24:57,clear sky
419,Vallenar,-28.5708,-70.7581,79.83,35,0,7.61,CL,2022-04-01 21:21:46,clear sky
420,Araouane,18.9048,-3.5265,86.18,10,100,7.61,ML,2022-04-01 21:24:57,overcast clouds
421,Zalesovo,53.9939,84.7431,24.69,96,86,4.07,RU,2022-04-01 21:24:58,overcast clouds
422,Kismayo,-0.3582,42.5454,80.73,77,5,11.59,SO,2022-04-01 21:24:58,clear sky
423,Griffith,41.5284,-87.4237,46.06,59,0,5.75,US,2022-04-01 21:24:59,clear sky
424,Sorong,-0.8833,131.25,77.05,90,95,7.63,ID,2022-04-01 21:25:00,overcast clouds
425,Lamu,-2.2717,40.902,82.62,84,8,7.38,KE,2022-04-01 21:25:00,clear sky
426,Villazon,-22.0866,-65.5942,60.31,39,1,17.78,BO,2022-04-01 21:25:01,clear sky
427,Ferrandina,40.5012,16.4547,49.05,77,3,7.74,IT,2022-04-01 21:25:01,clear sky
428,Kurumkan,54.3,110.3,22.37,86,99,4.56,RU,2022-04-01 21:25:02,overcast clouds
429,Arrecife,28.963,-13.5477,64.38,63,40,13.8,ES,2022-04-01 21:25:02,scattered clouds
430,Santa Barbara,34.7333,-120.0343,70.23,54,0,8.05,US,2022-04-01 21:24:13,clear sky
431,General Roca,-39.0333,-67.5833,79.63,11,38,14.45,AR,2022-04-01 21:25:03,scattered clouds
432,Zhigansk,66.7697,123.3711,20.12,92,100,18.05,RU,2022-04-01 21:25:04,overcast clouds
433,Fortuna,40.5982,-124.1573,58.93,72,20,17.27,US,2022-04-01 21:25:04,few clouds
434,Sarkand,45.41,79.9186,50.31,42,100,6.49,KZ,2022-04-01 21:25:05,overcast clouds
435,Te Anau,-45.4167,167.7167,52.14,81,15,0.85,NZ,2022-04-01 21:25:05,few clouds
436,Rovaniemi,66.5,25.7167,20.61,73,0,8.05,FI,2022-04-01 21:25:06,clear sky
437,Kamenka,51.3223,42.7678,49.82,79,100,13.47,RU,2022-04-01 21:25:06,overcast clouds
438,Pedernales,18.0384,-71.744,83.37,62,37,2.24,DO,2022-04-01 21:25:07,scattered clouds
439,Ayagoz,47.9714,80.4392,29.55,80,100,4.25,KZ,2022-04-01 21:25:07,overcast clouds
440,Clyde River,70.4692,-68.5914,12.43,92,75,6.91,CA,2022-04-01 21:25:08,broken clouds
441,Sangar,63.9242,127.4739,15.42,93,100,15.99,RU,2022-04-01 21:25:08,light snow
442,Beroroha,-21.6667,45.1667,74.84,65,46,2.84,MG,2022-04-01 21:25:09,scattered clouds
443,Winnemucca,40.973,-117.7357,60.85,21,0,5.75,US,2022-04-01 21:22:44,clear sky
444,Nishihara,26.1842,127.7558,63.68,83,100,11.5,JP,2022-04-01 21:25:10,overcast clouds
445,Almaznyy,48.0448,40.045,56.43,49,100,10.51,RU,2022-04-01 21:25:10,light rain
446,Ojinaga,29.5667,-104.4167,87.57,17,0,8.05,MX,2022-04-01 21:25:10,clear sky
